 DECAY0 generated file: BiPo212.dat                             

  date and hour         :   10.10.2007    15:32: 4
  initial random number :  0
    
  event type: Bi212           
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
    1986  2473.98       2
  3 -0.145546      0.342731      0.522531      0.00000    
 47  -78.1500      -235.244      -64.1923     0.428365E-06
    1987  10860.0       1
 47   37.0764       209.600      -11.4106      0.00000    
    1988  23161.7       2
  3 -0.144504      0.890113       1.11255      0.00000    
 47   156.153      -137.783       148.997     0.228989E-07
    1989  6074.31       2
  3  -1.04547       1.05533      -1.96434      0.00000    
 47   182.947      -178.925      -9.16834     0.137405E-06
    1990  1077.83       2
  3 -0.681461     -0.957407     -0.739293      0.00000    
 47  -114.009       217.146      -73.6054     0.303057E-06
    1991  17246.2       2
  3  0.238117      0.136273      0.537550      0.00000    
 47   191.527       164.239      -43.7141     0.501846E-06
    1992  7853.17       3
 47  -207.266       35.3848      -30.5707      0.00000    
  3  0.189552E-01  0.106256      0.120521     0.137592E-10
  1 -0.774687E-02 -0.118454E-01 -0.496718E-02  0.00000    
    1993  14234.8       2
  3  0.500455E-01 -0.846793E-01 -0.320440      0.00000    
 47   104.859      -110.727      -205.699     0.151534E-05
    1994  4517.80       2
  3 -0.679451      0.829251     -0.104329      0.00000    
 47  -131.561      -19.2696       218.834     0.396572E-06
    1995  3577.11       3
 47   200.951      -60.3152       33.5617      0.00000    
  3  0.135972      0.761975E-01 -0.433660E-01 0.136219E-10
  1  0.146029E-01  0.195311E-02  0.281806E-02  0.00000    
    1996  6380.93       2
  3 -0.359441E-01  0.175641      0.226253      0.00000    
 47   148.692      -208.295      -8.47658     0.559592E-07
    1997  3083.76       1
 47   75.6095       198.534       17.4486      0.00000    
    1998  683.897       3
 47  0.216345       153.155       147.273      0.00000    
  3 -0.208422E-01  0.499968E-01  0.152450     0.132170E-11
  1  0.109076E-01  0.589341E-02 -0.844346E-02  0.00000    
    1999  2683.72       2
  3   1.63466     -0.163924     -0.682000      0.00000    
 47   17.7051      -255.334      -7.68067     0.166073E-06
    2000  8386.53       1
 47   7.01751      -71.1916      -200.797      0.00000    
    2001  6967.45       5
  3 -0.146766      0.683287     -0.848412E-01  0.00000    
  3  -1.06994     -0.122111      0.169750      0.00000    
  1 -0.657981E-01 -0.337017E-01  0.564252E-01  0.00000    
  1 -0.595835      0.113503     -0.400783      0.00000    
 47   63.2747      -143.350      -202.522     0.331916E-06
    2002  2251.65       3
 47  -97.8903       86.7161      -167.462      0.00000    
  3 -0.687717E-01 -0.128104E-01 -0.145881     0.752253E-11
  1 -0.860467E-03 -0.473957E-02  0.142055E-01  0.00000    
    2003  2464.03       3
 47  -182.998      -98.0373      -45.2370      0.00000    
  3  0.531101E-02  0.724647E-01 -0.144553     0.922558E-11
  1 -0.851883E-02 -0.518803E-03 -0.123353E-01  0.00000    
    2004  2252.12       3
  3 -0.665431     -0.727797      0.180511      0.00000    
  1  0.994718E-01 -0.108297     -0.711973      0.00000    
 47  -11.6675       49.2149      -251.017     0.350397E-06
    2005  1734.89       1
 47  -195.832       66.4271       51.7148      0.00000    
    2006  8038.47       2
  3  0.995500      0.155723       1.77686      0.00000    
 47  -127.528      -9.72920       221.833     0.114141E-06
    2007  7987.24       3
 47  -117.973       119.772       129.934      0.00000    
  3  0.973174E-01  0.117238      0.544016E-01 0.518561E-11
  1  0.105957E-01  0.654623E-02  0.835926E-02  0.00000    
    2008  3714.79       2
  3  0.100062E-01  -2.01347     -0.828494      0.00000    
 47  -207.491      -102.064      -109.992     0.810937E-06
    2009  4025.61       3
 47   206.331      -50.5734      -3.95516      0.00000    
  3 -0.609293E-01 -0.628095E-01 -0.136079     0.151392E-10
  1 -0.224528E-03 -0.148725E-01  0.193857E-02  0.00000    
    2010  1195.22       1
 47  -122.341       96.5480      -145.424      0.00000    
    2011  1303.43       1
 47   53.8019       201.879      -42.2741      0.00000    
    2012  8126.85       1
 47  -83.5813      -33.0315      -193.288      0.00000    
    2013  460.836       2
  3  0.454851      0.331617      0.166930      0.00000    
 47   197.625      -146.797      -70.4480     0.902440E-06
    2014  8645.81       4
  3 -0.254956      0.221291      0.270644      0.00000    
  1 -0.494095     -0.545687      0.275484      0.00000    
  1 -0.512224     -0.491307      0.157396      0.00000    
 47   4.21513      -240.953       86.5563     0.809815E-07
    2015  6469.63       2
  3 -0.570978     -0.745741      0.354595      0.00000    
 47  -76.2182      -12.7230      -244.125     0.620312E-06
    2016  7250.33       3
  3 -0.139835E-01  -1.21446     -0.545847      0.00000    
  1  0.526579      0.225367     -0.447719      0.00000    
 47  -204.746       143.704      -54.7395     0.777348E-07
    2017  3993.95       5
 47  -172.426       26.6550       106.722      0.00000    
  3  0.187251     -0.630390     -0.278044      0.00000    
  1 -0.527979E-01 -0.178527E-01 -0.654955E-01  0.00000    
  3  0.108510     -0.113612     -0.386388E-01 0.199978E-10
  1 -0.662622E-02 -0.132256E-01 -0.248524E-02  0.00000    
    2018  3390.22       2
  3  -1.19470      0.886772      0.720716      0.00000    
 47   93.5015      -109.964       211.502     0.183682E-06
    2019  593.600       3
 47   71.8819      -154.576      -126.826      0.00000    
  3  0.557899E-01  0.548324E-01  0.141619     0.364785E-11
  1 -0.118747E-01 -0.502271E-02 -0.766576E-02  0.00000    
    2020  1796.24       3
  3 -0.837609E-01  0.814313     -0.112460      0.00000    
  1  -1.21453     -0.519767      0.939358      0.00000    
 47   24.9970      -128.506       220.067     0.877461E-07
    2021  6252.07       2
  3  0.338283     -0.141469     -0.263742      0.00000    
 47  -159.244       90.4306      -178.973     0.688010E-06
    2022  8622.61       2
  3  0.421308       1.83475       1.90646      0.00000    
 47   62.2526       224.395       106.486     0.426052E-06
    2023  36020.9       2
  3   1.17267      0.462306      0.690306E-01  0.00000    
 47   184.104      -170.143       52.2024     0.240722E-07
    2024  4911.48       2
  3 -0.176741     -0.698257       1.96639      0.00000    
 47   26.3115       26.3971       253.335     0.281398E-07
    2025  12654.9       3
 47  -49.6593      -106.838      -176.821      0.00000    
  3  0.897436E-01  0.114713E-01  0.134125     0.130404E-11
  1  0.809142E-02  0.105774E-01  0.690275E-02  0.00000    
    2026  1661.66       2
  3 -0.899007      -1.61795     -0.764547      0.00000    
 47   57.3302      -19.0105       248.837     0.277020E-06
    2027  12725.7       2
  3 -0.175217      0.588143       1.89405      0.00000    
 47   222.448       72.7881      -103.859     0.826507E-06
    2028  8241.41       3
 47  -30.9063       6.15834       210.125      0.00000    
  3 -0.150371     -0.377800E-01 -0.462174E-01 0.270208E-12
  1  0.729020E-02  0.110626E-01 -0.703367E-02  0.00000    
    2029  5731.11       1
 47  -125.901      -126.543      -116.502      0.00000    
    2030  420.880       2
  3 -0.703414       1.26742       1.05968      0.00000    
 47   199.134       142.778      -74.3514     0.102565E-06
    2031  14922.9       2
  3  -1.00765     -0.466525      0.566532      0.00000    
 47   201.450       143.265       66.7905     0.695626E-06
    2032  5715.16       2
  3  -1.45704     -0.521642      0.893459E-01  0.00000    
 47  -27.2836       239.703      -85.8247     0.785467E-06
    2033  286.543       1
 47   213.016       2.52447      -7.40422      0.00000    
    2034  5573.03       2
  3 -0.734626     -0.557820      -1.57453      0.00000    
 47   39.0796       62.1576       245.310     0.138048E-07
    2035  8120.55       2
  3 -0.375549       1.34764      0.172070      0.00000    
 47   231.141       35.0208      -104.477     0.329164E-06
    2036  5534.90       2
  3   1.81258      0.568004     -0.345513      0.00000    
 47  -166.017      -109.130       161.546     0.154590E-07
    2037  3258.74       1
 47  -193.076       27.3279      -86.0924      0.00000    
    2038  3003.38       3
 47  -73.3731       199.396      -1.86505      0.00000    
  3  0.777696E-01  0.108250      0.916995E-01 0.107253E-10
  1  0.123174E-01  0.612484E-02  0.598070E-02  0.00000    
    2039  28.1731       2
  3  0.250998      0.761584     -0.997569      0.00000    
 47   47.7859       125.740      -217.885     0.903939E-06
    2040  2078.85       2
  3  -1.28066      -1.86005      0.492572      0.00000    
 47  -208.276       14.8162       148.221     0.397590E-07
    2041  770.837       3
 47   137.469      -54.1416      -152.698      0.00000    
  3 -0.386208E-01  0.134525     -0.811561E-01 0.575587E-11
  1 -0.636340E-02  0.696153E-02  0.116638E-01  0.00000    
    2042  13193.4       2
  3  0.909473E-01 -0.672791      -1.73267      0.00000    
 47   171.423      -94.4836       165.091     0.224267E-06
    2043  8092.95       3
 47   3.29223      -160.315      -139.406      0.00000    
  3 -0.756339E-02 -0.121780      0.106242     0.184190E-10
  1 -0.822311E-02  0.282467E-02 -0.122230E-01  0.00000    
    2044  15446.4       4
  3 -0.263652     -0.246457     -0.109885      0.00000    
  1  0.612369      0.131029     -0.475007      0.00000    
  1 -0.157046     -0.701360      0.109358      0.00000    
 47  -26.4968       114.290      -227.604     0.531430E-06
    2045  487.929       2
  3  0.351976      0.785562      -2.28272      0.00000    
 47   62.0732       244.055      -46.3879     0.946368E-06
    2046  2318.15       4
 47  -168.160       118.633      -26.2430      0.00000    
  1  0.119071     -0.257990      0.469811E-01  0.00000    
  3 -0.526681E-01 -0.739748E-01 -0.133898     0.244614E-10
  1 -0.131977E-01  0.228124E-02  0.675410E-02  0.00000    
    2047  5750.09       3
 47   196.233      -47.1625      -66.4393      0.00000    
  3  0.329020E-01  0.401426E-01  0.153235     0.695526E-11
  1  0.672310E-03 -0.145944E-01  0.339895E-02  0.00000    
    2048  1155.10       2
  3 -0.269334      -1.26738     -0.416606      0.00000    
 47  -254.072      -28.3211      -14.5991     0.567819E-06
    2049  4858.95       3
 47   142.716       150.149      -47.2575      0.00000    
  3 -0.590456E-01  0.518003E-01 -0.141440     0.117396E-10
  1 -0.113530E-01  0.879365E-02 -0.433369E-02  0.00000    
    2050  3233.57       2
  3  0.457188       1.11335     -0.117252      0.00000    
 47   43.7741       155.278      -198.848     0.126292E-06
    2051  32189.9       2
  3 -0.286177      0.102612     -0.111675      0.00000    
 47   109.414       231.309      -9.62676     0.482266E-06
    2052  7385.85       1
 47   159.538       139.697       21.6668      0.00000    
    2053  717.088       2
  3  -1.18577     -0.227353      0.573613      0.00000    
 47   203.580       96.2103      -121.929     0.130927E-06
    2054  3475.05       2
  3   1.15161      0.665558      -1.23606      0.00000    
 47   64.5204       153.822      -194.278     0.270951E-07
    2055  4653.97       3
 47  -161.049      -102.860       92.8910      0.00000    
  3  0.122439     -0.998072E-01  0.349597E-01 0.578545E-11
  1  0.143735E-01  0.405623E-02 -0.139669E-02  0.00000    
    2056  3538.84       3
  3 -0.555288      -1.10676     -0.366935      0.00000    
  1 -0.354360      0.608289     -0.181500      0.00000    
 47  -197.994       12.1840       161.919     0.193853E-06
    2057  887.016       2
  3  -1.39681      0.991075     -0.289433      0.00000    
 47  -63.3120       10.6213       247.884     0.134908E-07
    2058  13333.2       2
  3   1.06034       2.08151      0.511358      0.00000    
 47  -251.472       38.5333      -29.0692     0.302632E-06
    2059  1561.58       2
  3  -1.49705      0.474104     -0.764161      0.00000    
 47  -117.335      -84.8955       211.171     0.590141E-07
    2060  2719.58       2
  3  -1.50932      -1.70379      0.115775      0.00000    
 47  -224.190       122.590      -16.6884     0.341895E-06
    2061  1612.52       2
  3  0.834059      0.592455     -0.880154      0.00000    
 47   55.9974      -136.509      -209.279     0.277446E-07
    2062  76.5239       3
  3  0.792999E-01 -0.192573     -0.113156      0.00000    
  1  -1.73389     -0.949105E-01  0.496253      0.00000    
 47  -44.6947      -194.729      -160.159     0.408568E-06
    2063  275.512       2
  3 -0.553234     -0.896796      0.218671      0.00000    
 47   236.832       57.0931       78.8596     0.659382E-06
    2064  9565.74       3
 47  -15.0085      -166.024      -131.745      0.00000    
  3  0.154319     -0.103958E-01  0.474605E-01 0.705483E-11
  1  0.145475E-01 -0.168173E-02 -0.324686E-02  0.00000    
    2065  8453.65       2
  3  0.378452     -0.372304      0.596307      0.00000    
 47   189.101       130.104       113.498     0.163304E-06
    2066  746.451       3
 47  -147.619       152.820      0.640952      0.00000    
  3 -0.919793E-01 -0.754260E-01 -0.109662     0.222864E-11
  1  0.125406E-01  0.548073E-02 -0.613962E-02  0.00000    
    2067  1014.10       2
  3 -0.396625      0.238755E-01  -1.07248      0.00000    
 47   74.4728      -30.8702       243.041     0.106358E-06
    2068  1827.30       2
  3   1.31228     -0.698404      0.294844E-02  0.00000    
 47  -44.6980      -207.018      -143.922     0.125740E-06
    2069  8506.86       3
  3  0.716614E-01  0.401592E-01   1.01781      0.00000    
  1  0.833006     -0.188703       1.24886      0.00000    
 47   34.8372       127.110       219.539     0.110876E-06
    2070  5723.65       2
  3  0.829040E-01  0.684611       1.77123      0.00000    
 47   163.654      -192.378      -42.1422     0.199596E-07
    2071  11442.6       3
  3  0.160718      0.728261      0.555848E-01  0.00000    
  1   1.18183       1.01446      0.449220      0.00000    
 47  -247.380       65.0638      -11.7381     0.671638E-06
    2072  661.524       2
  3  0.709899     -0.329873      0.540240      0.00000    
 47  -197.830       150.597       61.2511     0.132960E-06
    2073  7323.93       2
  3  0.465745      -1.01947      0.334925      0.00000    
 47  -253.877       23.1907      -24.0142     0.746441E-06
    2074  3556.54       2
  3 -0.705808       1.94640       1.48215      0.00000    
 47  -191.554      -167.042       31.1725     0.161474E-06
    2075  111.013       3
 47   91.1178       117.543       151.746      0.00000    
  3 -0.736472E-02 -0.113522      0.115037     0.244432E-10
  1  0.146124E-01 -0.220590E-02 -0.257135E-02  0.00000    
    2076  6992.53       2
  3  0.314620     -0.623286      0.522933      0.00000    
 47  -119.129      -198.735      -108.998     0.298104E-06
    2077  11354.2       2
  3  0.962027E-01  0.395079     -0.197778E-01  0.00000    
 47  -72.6645       36.4676      -242.812     0.327000E-06
    2078  12884.4       5
  3 -0.347217E-01 -0.927187E-01  0.402766      0.00000    
  3 -0.446252     -0.685217      0.720993      0.00000    
  1  0.908766E-01  0.124632E-01  0.153336E-01  0.00000    
  1 -0.326535      0.619364      0.195683      0.00000    
 47  -10.2653      -119.867      -226.041     0.499133E-07
    2079  1202.14       2
  3  0.190743      -1.33407     -0.364717      0.00000    
 47   85.0028       99.1079      -220.273     0.270942E-07
    2080  1548.99       3
  3 -0.157723      0.172032      0.623604      0.00000    
  1 -0.485741       1.31645      0.811572      0.00000    
 47   251.601      -11.7324      -46.1199     0.206206E-06
    2081  1637.19       2
  3  -1.29447      0.627421     -0.917288      0.00000    
 47   71.4305      -227.415      -93.5296     0.546544E-06
    2082  15696.8       2
  3 -0.300425      0.735645     -0.231829      0.00000    
 47   123.199      -212.674      -71.8305     0.630815E-06
    2083  2215.03       2
  3   1.38598     -0.458702     -0.419355      0.00000    
 47  -10.3690       79.4156      -243.215     0.731836E-07
    2084  11076.0       2
  3  0.159122      0.407121      0.962369E-01  0.00000    
 47  -69.7645       232.774      -80.7285     0.252991E-07
    2085  8848.79       4
  3 -0.212343E-01  0.686172      0.902811E-01  0.00000    
  1  0.954824E-01  0.887849     -0.753364E-02  0.00000    
  1 -0.123155E-01  0.660071     -0.304440      0.00000    
 47   129.431       167.374      -144.227     0.710129E-06
    2086  1550.31       2
  3  0.721702     -0.827491      -1.60170      0.00000    
 47   4.06120       127.792       221.857     0.366431E-06
    2087  13315.3       2
  3  0.896861E-01 -0.155339     -0.308941      0.00000    
 47  -36.1135      -183.821       174.567     0.122033E-05
    2088  1946.33       2
  3  -1.36495      0.309282     -0.504172      0.00000    
 47  -20.9932       146.630       208.870     0.113548E-05
    2089  3277.60       2
  3  0.519177E-01   1.85787       1.68804      0.00000    
 47  -130.588      -217.856       32.4562     0.127714E-06
    2090  486.215       3
 47  -182.604       105.903      -24.2056      0.00000    
  3  0.849170E-01  0.621896E-01 -0.122868     0.107997E-10
  1  0.106065E-02  0.141361E-01  0.490359E-02  0.00000    
    2091  3940.91       2
  3 -0.466424       1.11338      0.341472      0.00000    
 47  -181.146      -39.2237      -176.679     0.215181E-06
    2092  975.137       3
 47  -134.275       51.9655      -156.255      0.00000    
  3  0.119579      0.102091     -0.381211E-01 0.171002E-11
  1  0.111331E-01 -0.565524E-02 -0.831097E-02  0.00000    
    2093  6801.35       4
  3  0.616855E-01  0.956391E-01  0.264105      0.00000    
  1  0.515376      0.510297     -0.302952      0.00000    
  1  0.662001      0.235319     -0.186840      0.00000    
 47   73.9684      -200.415       141.175     0.190026E-05
    2094  11324.3       1
 47  -173.143      -21.7218       122.420      0.00000    
    2095  7863.26       3
 47  -183.244      -79.1808       72.7870      0.00000    
  3 -0.553858E-01 -0.686683E-01  0.135617     0.551782E-11
  1 -0.305647E-02  0.438893E-02  0.140141E-01  0.00000    
    2096  5707.84       2
  3  -2.12536     -0.226858      0.661849      0.00000    
 47  -171.534      -136.325      -132.512     0.244848E-06
    2097  14061.2       1
 47  0.740961       213.107      -4.68727      0.00000    
    2098  4050.27       2
  3   1.23695      0.283492     -0.328571      0.00000    
 47   125.212      -198.568       102.278     0.222190E-06
    2099  3050.90       2
  3 -0.839590E-01 -0.588233     -0.243451E-01  0.00000    
 47   64.0872      -203.689       141.320     0.420012E-07
    2100  10813.4       2
  3   2.16273     -0.289001     -0.186668      0.00000    
 47  -42.1873      -86.7342       237.203     0.363764E-06
    2101  11694.6       2
  3  -1.02908      -1.44080     -0.230272      0.00000    
 47   42.6366       212.109       136.967     0.331387E-05
    2102  1443.85       3
 47  -151.448      -88.8605       119.637      0.00000    
  3 -0.528086E-01  0.934316E-01  0.121065     0.937666E-12
  1  0.431979E-02 -0.770666E-02 -0.121222E-01  0.00000    
    2103  1700.11       2
  3   2.60350     -0.139687      0.170868      0.00000    
 47  -4.28913      -255.377      -18.2237     0.256759E-06
    2104  2307.92       2
  3  -1.12388      -1.63533      -1.10896      0.00000    
 47  -72.8857       72.5712       234.497     0.326115E-06
    2105  852.712       2
  3  0.144425E-01  -1.14384     -0.252301E-01  0.00000    
 47  -183.456      -22.8005      -177.178     0.765276E-07
    2106  22.1879       2
  3 -0.141314       2.33183      0.572886E-01  0.00000    
 47   66.5941       199.743       145.725     0.710455E-08
    2107  6308.45       3
  3 -0.313133      0.295159       1.16760      0.00000    
  1 -0.557102E-01 -0.600866      0.405444      0.00000    
 47   46.2011      -78.2540      -239.394     0.142046E-07
    2108  9896.89       2
  3  0.110407       1.67204     -0.600840      0.00000    
 47  -31.3985      -82.6389       240.318     0.383971E-06
    2109  6937.50       2
  3 -0.402558     -0.566979      0.661102      0.00000    
 47  -46.7387       102.291       230.043     0.394667E-07
    2110  1128.73       2
  3  -1.48432      -1.37515       1.02959      0.00000    
 47   186.839      -48.1275      -168.354     0.684652E-06
    2111  5150.83       3
 47  -55.5217      -74.8401       190.951      0.00000    
  3 -0.625288E-01  0.727856E-01 -0.130259     0.168740E-11
  1 -0.933533E-02 -0.737558E-02 -0.913523E-02  0.00000    
    2112  24472.2       2
  3  0.640324      0.159063     -0.876403      0.00000    
 47  -68.5358       41.0505       243.281     0.643002E-06
    2113  2377.01       2
  3  0.398158E-01   2.07322       1.65584      0.00000    
 47  -81.9640       237.304       50.3628     0.655238E-07
    2114  3900.91       2
  3 -0.408620     -0.112891       1.86356      0.00000    
 47   247.489       58.1403      -30.6089     0.935068E-07
    2115  4007.78       3
 47   171.740       20.1843      -123.466      0.00000    
  3  0.375648E-01 -0.139766      0.723143E-01 0.136524E-10
  1 -0.140901E-01 -0.103630E-02 -0.503946E-02  0.00000    
    2116  1539.97       3
 47  -34.6548       9.04771      -209.435      0.00000    
  3 -0.715559E-01  0.144182     -0.163143E-01 0.333619E-11
  1 -0.612012E-02  0.440084E-02  0.129683E-01  0.00000    
    2117  1564.34       3
 47  -183.521      -57.2505       90.4884      0.00000    
  3  0.756527E-01 -0.450893E-01 -0.135715     0.153940E-10
  1  0.100930E-02  0.105704E-01 -0.105947E-01  0.00000    
    2118  3782.30       2
  3 -0.487472     -0.465643     -0.523498E-02  0.00000    
 47   194.244       46.0622      -160.361     0.365131E-07
    2119  20083.6       2
  3  0.361021      0.989590E-01 -0.161302      0.00000    
 47   98.8307      -225.758      -69.5258     0.442964E-07
    2120  6904.71       2
  3 -0.857523      -1.07398      0.856557      0.00000    
 47   148.646      -194.014       76.3604     0.234407E-06
    2121  5665.23       2
  3 -0.195782     -0.314556     -0.772299      0.00000    
 47  -139.892       87.5282      -195.798     0.143056E-06
    2122  8854.07       3
 47  -75.5833      -151.549       128.320      0.00000    
  3  0.157964     -0.630720E-02 -0.343869E-01 0.271077E-11
  1 -0.955248E-02 -0.634039E-02  0.967211E-02  0.00000    
    2123  7440.13       2
  3 -0.346163      -1.86904     -0.685795      0.00000    
 47  -175.743      -17.6422       185.395     0.168113E-06
    2124  4152.98       2
  3  0.259370       1.17248       1.55344      0.00000    
 47  -223.360      -60.8407      -109.437     0.385626E-06
    2125  840.345       3
  3   1.09244      0.771866       1.04377      0.00000    
  1  0.418827     -0.534645      0.259360      0.00000    
 47   30.6643       37.1785      -251.486     0.490998E-06
    2126  551.079       2
  3   1.81695      -1.14111       1.36001      0.00000    
 47  -118.425       29.1666      -225.150     0.145424E-06
    2127  8672.49       2
  3  0.297060E-01  0.381889E-01  0.628734E-01  0.00000    
 47  -144.042      -92.1816      -190.584     0.150061E-05
    2128  781.652       3
 47   47.4028       206.689      -13.3632      0.00000    
  3 -0.740177E-02 -0.836664E-02  0.161401     0.711342E-11
  1 -0.296007E-03  0.580718E-02  0.138271E-01  0.00000    
    2129  3874.19       2
  3 -0.244394E-01  0.138354      0.305202E-01  0.00000    
 47   142.333      -211.419       24.7166     0.845119E-07
    2130  14968.0       2
  3  -1.30257       1.05445       1.14486      0.00000    
 47  -238.586       45.5637       81.0454     0.427112E-06
    2131  2940.62       2
  3 -0.448116     -0.356857      0.111384E-01  0.00000    
 47   39.9167      -210.067       140.878     0.614107E-07
    2132  5667.51       3
 47   38.7198      -206.702       30.3456      0.00000    
  3 -0.157491     -0.261553E-01  0.262216E-01 0.109534E-10
  1  0.498220E-02  0.593343E-02 -0.128441E-01  0.00000    
    2133  984.448       2
  3   1.54081       1.87840     -0.568735      0.00000    
 47  -11.9835      -122.610       224.480     0.619534E-06
    2134  1812.83       3
  3  0.398628     -0.122962     -0.565918E-01  0.00000    
  1 -0.746774E-01 -0.499672     -0.522762      0.00000    
 47  -40.4625       241.691      -74.2717     0.258971E-07
    2135  1070.29       3
  3  0.473406      0.154113      0.935419E-01  0.00000    
  1  0.579380     -0.233546E-01  0.438523      0.00000    
 47   35.3425      -241.820      -76.4331     0.289514E-06
    2136  730.913       3
  3  0.489415     -0.610857     -0.597276E-01  0.00000    
  1  -1.49354     -0.303765     -0.552009      0.00000    
 47  -38.4581      -57.2445      -246.601     0.307741E-06
    2137  4789.12       3
 47  -170.476       86.9916       92.2830      0.00000    
  3 -0.151798      0.544641E-01 -0.128798E-01 0.819784E-12
  1  0.704509E-02 -0.979630E-02 -0.891062E-02  0.00000    
    2138  587.538       2
  3  -1.87506       1.13941     -0.663896      0.00000    
 47   176.621      -83.0259      -165.770     0.241823E-06
    2139  3217.87       3
  3 -0.141577     -0.661893     -0.114911      0.00000    
  1  -1.03465       1.28522      0.316401      0.00000    
 47   239.957       72.3796      -52.4374     0.138790E-06
    2140  8045.27       2
  3 -0.120568       2.26918     -0.590272      0.00000    
 47  -145.251       181.723       106.990     0.123061E-06
    2141  444.307       2
  3  -1.18677      0.504933E-01  0.332333      0.00000    
 47   10.7663      -230.528      -110.945     0.672998E-06
    2142  674.801       2
  3  -1.14617     -0.281812     -0.874404      0.00000    
 47   61.3699      -97.2506      -228.788     0.141674E-06
    2143  14348.5       4
  3 -0.328762      0.602186     -0.564488      0.00000    
  1  0.451252      0.251932      0.592198      0.00000    
  1  0.326030      0.639951     -0.112677      0.00000    
 47  -139.192       197.458      -84.8751     0.659255E-07
    2144  7889.94       2
  3 -0.155772     -0.769552      -1.35177      0.00000    
 47  -19.9951       35.4949      -252.801     0.127543E-05
    2145  6879.06       3
  3 -0.212349      0.771070      0.837604      0.00000    
  1  0.576194     -0.377827E-01 -0.441703      0.00000    
 47  -177.363       16.9923      -183.906     0.562214E-06
    2146  5878.52       2
 47  -115.409       138.558      -112.375      0.00000    
  1  0.131435E-01  0.239052E-01  0.292539E-01 0.668370E-11
    2147  2483.02       2
  3  -2.40016     -0.224515      0.474181      0.00000    
 47  -110.529       165.779       160.837     0.583855E-06
    2148  4753.72       3
 47   166.541      -123.678      -45.9756      0.00000    
  3  0.152314     -0.162819E-01 -0.520594E-01 0.295693E-11
  1 -0.232423E-02 -0.922656E-02 -0.115961E-01  0.00000    
    2149  384.428       2
  3 -0.407117      0.728944     -0.379745      0.00000    
 47   21.5873      -182.843      -177.962     0.163528E-06
    2150  1896.08       2
  3 -0.750463       1.00745      0.232080      0.00000    
 47  -17.6151      -205.539      -151.695     0.976937E-07
    2151  7239.55       3
 47  -205.661       29.1406       44.7242      0.00000    
  3  0.628102E-01 -0.136104      0.608723E-01 0.310879E-11
  1  0.811864E-02 -0.681809E-02  0.106114E-01  0.00000    
    2152  3759.61       2
  3   1.95397      -1.17624      -1.09966      0.00000    
 47  -124.289       195.082      -109.832     0.463131E-06
    2153  5806.63       2
  3  0.589031      0.695827      -2.36507      0.00000    
 47  -125.486      -121.544      -187.212     0.441866E-06
    2154  468.760       3
  3   1.38205      0.477326     -0.497206      0.00000    
  1 -0.613743      0.372204      0.115379      0.00000    
 47  -37.1444       212.453      -138.029     0.121791E-06
    2155  2800.63       2
  3 -0.631478      0.195237     -0.509850      0.00000    
 47   122.665      -26.6002       223.190     0.766791E-07
    2156  3119.90       3
 47  -135.195      -111.519       120.132      0.00000    
  3  0.973605E-01  0.805289E-01 -0.101049     0.381521E-10
  1  0.193845E-02 -0.148517E-01 -0.817627E-03  0.00000    
    2157  6082.01       3
 47  -156.396       142.519       19.3560      0.00000    
  3  0.209118E-01 -0.101530      0.124215     0.237854E-11
  1  0.142787E-03  0.145108E-01 -0.379684E-02  0.00000    
    2158  1147.18       2
  3  -1.24362      -1.44994     -0.529964      0.00000    
 47  -30.8320      -251.162       39.1797     0.550981E-06
    2159  3041.64       2
  3  0.266783      0.255016      0.116719E-01  0.00000    
 47  -37.2484      -227.956      -110.529     0.750461E-06
    2160  2536.45       2
  3   1.57907       1.85399      -1.09238      0.00000    
 47  -55.6436      -1.26364      -249.940     0.108885E-05
    2161  5041.04       1
 47   211.114       27.8451      -9.61250      0.00000    
    2162  5084.12       3
 47   70.4604      -166.641       111.408      0.00000    
  3 -0.696997E-01  0.144521     -0.207494E-01 0.203169E-10
  1  0.942778E-05 -0.148767E-01  0.191943E-02  0.00000    
    2163  8334.49       1
 47  -24.4876       158.073      -140.891      0.00000    
    2164  5923.41       3
 47   148.572       103.357      -111.307      0.00000    
  3  0.158700      0.297140E-01 -0.103135E-01 0.152120E-10
  1 -0.119440E-01  0.896103E-02 -0.142871E-02  0.00000    
    2165  16020.7       1
 47  -124.892      -95.1296       144.186      0.00000    
    2166  4329.52       2
  3 -0.298932      0.621514E-01  0.343049      0.00000    
 47  -231.379       27.2064       106.262     0.689816E-06
    2167  9795.31       2
  3 -0.169738      0.669497E-01 -0.401806      0.00000    
 47   150.606      -170.030       118.218     0.252869E-06
    2168  8958.03       2
  3   1.20419     -0.532055      -1.16229      0.00000    
 47  -31.5481      -163.640      -194.408     0.106545E-05
    2169  6906.87       3
  3 -0.846846      0.979428E-01  0.188203      0.00000    
  1 -0.296173       1.45673     -0.646419      0.00000    
 47  -206.260       72.6535       133.214     0.240354E-06
    2170  1578.15       3
 47  -36.0350      -168.486       124.338      0.00000    
  3  0.124054     -0.103828     -0.233185E-02 0.107205E-10
  1 -0.128591E-01 -0.756407E-02  0.155851E-02  0.00000    
