 DECAY0 generated file: Xe136_2nu.dat                           

  date and hour         :   15. 4.2008    14:12:28
  initial random number :  0
    
  event type: Xe136           
              2nubb     0+ -> 0+     {2n}      
              level, Elevel (MeV) =  0+       0.0000     MeV
    
 Format of data:
  for each event    - event's number,
                      time of event's start, 
                      number of emitted particles;
  for each particle - GEANT number of particle,
                      x,y,z components of momentum,
                      time shift from previous time
    
 Time - in sec, momentum - in MeV/c
    
 First event and full number of events:
  3  -1.88181      0.325426     -0.968346      0.00000    
  3  0.596197E-02 -0.393655E-02 -0.246661E-03  0.00000    
     148  0.00000       2
  3  -1.20694      -1.54157      -1.31581      0.00000    
  3 -0.800193E-03  0.786630E-02 -0.285210E-02  0.00000    
     149  0.00000       2
  3  0.552087     -0.272288      0.169858      0.00000    
  3  0.208010E-01 -0.118404E-01 -0.146976E-01  0.00000    
     150  0.00000       2
  3  -1.04226     -0.415483      0.171668E-01  0.00000    
  3 -0.156425E-01  0.310437E-02 -0.425835E-02  0.00000    
     151  0.00000       2
  3 -0.958817       1.56837      0.986313      0.00000    
  3  0.861814E-03 -0.115955E-01  0.646175E-02  0.00000    
     152  0.00000       2
  3  0.219112     -0.899785E-01  0.181206      0.00000    
  3  0.206324E-02  0.873989E-02  0.184929E-02  0.00000    
     153  0.00000       2
  3  -2.45730       1.00378     -0.200389E-01  0.00000    
  3 -0.608895E-02  0.175011E-02  0.331123E-02  0.00000    
     154  0.00000       2
  3  0.716942     -0.672790       1.31648      0.00000    
  3  0.104523E-01 -0.175304E-01  0.173942E-02  0.00000    
     155  0.00000       2
  3  0.492167E-01  -1.52134      -1.16480      0.00000    
  3  0.111348E-01 -0.956482E-03 -0.110956E-01  0.00000    
     156  0.00000       2
  3  -1.29511     -0.448949       2.51357      0.00000    
  3  0.175874E-01 -0.247040E-02 -0.297162E-02  0.00000    
     157  0.00000       2
  3  0.734082E-02  0.754692      0.823079      0.00000    
  3 -0.581683E-02 -0.220894E-02  0.351959E-02  0.00000    
     158  0.00000       2
  3 -0.247412       1.22084      0.111787      0.00000    
  3  0.273646E-03 -0.303361E-02 -0.148230E-01  0.00000    
     159  0.00000       2
  3  0.135610      0.146795     -0.457720E-01  0.00000    
  3  0.807508E-02 -0.129942E-01  0.397653E-02  0.00000    
     160  0.00000       2
  3  0.229012     -0.256127E-02 -0.367803      0.00000    
  3  0.149621E-01  0.542199E-02  0.164158E-02  0.00000    
     161  0.00000       2
  3   1.47112      -1.61377      -1.25326      0.00000    
  3  0.121209E-01 -0.773797E-02 -0.764724E-02  0.00000    
     162  0.00000       2
  3  0.799620       1.47708       1.03127      0.00000    
  3  0.788315E-02 -0.217080E-02 -0.466060E-02  0.00000    
     163  0.00000       2
  3 -0.128240      0.610269      -1.15891      0.00000    
  3  0.308899E-02 -0.333902E-02 -0.115844E-01  0.00000    
     164  0.00000       2
  3  -1.11744      -1.65191     -0.861376      0.00000    
  3 -0.700862E-02 -0.577525E-03 -0.128379E-02  0.00000    
     165  0.00000       2
  3  0.896965      0.133842      0.221353      0.00000    
  3  0.832800E-02 -0.218367E-02  0.618389E-02  0.00000    
     166  0.00000       2
  3  0.823430E-01 -0.385038     -0.737988      0.00000    
  3  0.673385E-02  0.145689E-01 -0.145983E-01  0.00000    
     167  0.00000       2
  3  0.408500     -0.164614E-01 -0.587591      0.00000    
  3 -0.690388E-02 -0.362659E-02 -0.449922E-02  0.00000    
     168  0.00000       2
  3  0.402348     -0.253071     -0.677551      0.00000    
  3  0.158679E-01  0.318887E-02  0.659083E-02  0.00000    
     169  0.00000       2
  3   1.21396      0.369091     -0.299580E-01  0.00000    
  3  0.188785E-02  0.115847E-01 -0.599752E-02  0.00000    
     170  0.00000       2
  3  -1.09603      0.627442     -0.478094      0.00000    
  3 -0.161082E-01 -0.459237E-03 -0.698468E-02  0.00000    
     171  0.00000       2
  3 -0.368451     -0.539239       1.16585      0.00000    
  3 -0.101020E-01  0.629626E-02  0.117519E-01  0.00000    
     172  0.00000       2
  3 -0.595447     -0.279984     -0.128124      0.00000    
  3 -0.463542E-05  0.595354E-02  0.195685E-01  0.00000    
     173  0.00000       2
  3 -0.453304E-01   1.12188     -0.421781      0.00000    
  3 -0.150565E-01  0.776746E-02 -0.102844E-01  0.00000    
     174  0.00000       2
  3  0.227204     -0.599591      0.218419      0.00000    
  3 -0.165281E-01 -0.934316E-02  0.563381E-02  0.00000    
     175  0.00000       2
  3 -0.864881E-01 -0.680226E-03  0.644451      0.00000    
  3  0.181564E-01 -0.470770E-02  0.230934E-02  0.00000    
     176  0.00000       2
  3  0.119581      0.231661      0.686262      0.00000    
  3 -0.506694E-02 -0.126876E-01 -0.167008E-01  0.00000    
     177  0.00000       2
  3  0.217940       1.45792       2.10852      0.00000    
  3 -0.126454E-01 -0.693947E-02 -0.605038E-02  0.00000    
     178  0.00000       2
  3  0.694122      0.347841E-01  -1.04515      0.00000    
  3  0.747081E-02  0.548048E-02  0.995755E-02  0.00000    
     179  0.00000       2
  3  0.194621      0.227766      0.441425      0.00000    
  3 -0.180388E-01  0.429942E-02 -0.510038E-04  0.00000    
     180  0.00000       2
  3  0.758761     -0.948323     -0.151732      0.00000    
  3 -0.330356E-02  0.180601E-02 -0.122998E-01  0.00000    
     181  0.00000       2
  3  -2.35696      0.172508      -1.66477      0.00000    
  3 -0.817639E-02 -0.127169E-01 -0.115767E-02  0.00000    
     182  0.00000       2
  3  -1.38040       1.17974       1.93141      0.00000    
  3  0.495484E-02 -0.899322E-02 -0.246940E-02  0.00000    
     183  0.00000       2
  3 -0.969233     -0.429783       2.08253      0.00000    
  3  0.133193E-01  0.149142E-02  0.272342E-02  0.00000    
     184  0.00000       2
  3   1.16294      -1.15524      -1.03274      0.00000    
  3 -0.765573E-02  0.161265E-01  0.754279E-02  0.00000    
     185  0.00000       2
