#!bxdecay0 1.0.0
#@run_info_start
#@seed=314159
#@activity=2 Bq
#@nevents=200
#@category=1
#@nuclide=Xe136
#@daughter_level=2
#@mode_bb=3
#@min_energy=2 MeV
#@max_energy=4.3 MeV
#@toallevents=1
#@run_info_stop
#
# Format of an event (time in second,  momentum in MeV/c):
#
#   #@event_start
#   event-time nuclide
#   number-of-particles
#   code1 time1 px1 py1 pz1 name
#   ...
#   codeN timeN pxN pyN pzN name
#   #@event_stop
#

#@event_start
3  0 -0.82947964603101 0.066767695290006 0.786797048000256 electron
1  9.11334386920177e-13 0.892743807717341 0.446258182813571 -1.18720812331043 gamma
#@event_stop

#@event_start
0.137898414379264 Xe136
3
3  0 -0.167812787102715 0.188371220045126 0.467564504930692 electron
3  0 -0.049944528524436 0.164936555842014 -1.06287223814343 electron
1  4.37518438442313e-14 -1.29091924041315 0.585658627144424 0.629390568075543 gamma
#@event_stop

#@event_start
0.0388781641228918 Xe136
3
3  0 0.00581154531927381 0.285727901464937 0.0613854870332416 electron
3  0 1.23110075273745 0.115210745637329 0.0800525990829556 electron
1  1.33608370149248e-12 0.199727233747455 -0.369599140579179 -1.49301925887871 gamma
#@event_stop

#@event_start
0.483355728570784 Xe136
4
3  0 0.0743939884393425 -0.332770415675259 0.20008081793248 electron
3  0 0.383791880506693 0.526684999582067 -0.979825686245202 electron
1  7.4757388249852e-12 -0.46161462415451 -0.165124254520511 0.544917350921895 gamma
1  7.79762334030106e-12 0.368907490638486 0.673278963231344 -0.285243231332387 gamma
#@event_stop

#@event_start
0.322223856004748 Xe136
4
3  0 -0.0054168682382233 -0.605875930436103 -0.456624967039133 electron
3  0 0.637039498706467 -0.232399970978313 0.554778482847076 electron
1  2.95985237450139e-13 -0.342340816555909 0.413225603628592 -0.499335924829788 gamma
1  8.93905640863278e-13 -0.0700449848597155 0.296903713618193 -0.760067684443779 gamma
#@event_stop

#@event_start
1.205211590446 Xe136
3
3  0 1.0715136022285 -0.390890501943281 0.23900952595228 electron
3  0 0.21566853543457 -0.0946108514567335 0.338295322252843 electron
1  2.10440105189585e-12 -1.00239304767903 1.06733324584068 -0.511477194298968 gamma
#@event_stop

#@event_start
0.277870742018774 Xe136
3
3  0 0.53011166006356 0.00215459899090404 -0.392721026248978 electron
3  0 -0.683754374944014 -0.643792331537481 -0.234180047429049 electron
1  1.83807181997906e-13 -1.13735007685942 -0.88605347833273 0.571791077407072 gamma
#@event_stop

#@event_start
0.549221306334286 Xe136
3
3  0 -0.140242241088887 0.342176644038972 -0.736786337588344 electron
3  0 -0.804981000029769 -0.0590926208770503 0.0851009429021632 electron
1  3.31480403976221e-12 1.49851001591672 0.109296941333714 0.38486739380253 gamma
#@event_stop

#@event_start
0.344541117471563 Xe136
3
3  0 0.528216364201393 -0.998907052254313 -0.161058266573017 electron
3  0 -0.281872299036445 0.330635215335614 -0.101948443860598 electron
1  2.5991312615003e-12 -0.27332331591594 1.48918003366869 0.336508829452123 gamma
#@event_stop

#@event_start
0.0839200184852839 Xe136
4
3  0 1.00607558020492 0.312929841923931 -0.14159285259067 electron
3  0 -0.434990163324303 -0.265155015107775 0.202644269729393 electron
1  1.23180801069785e-12 0.500828848731375 -0.344010446583451 -0.410019849421781 gamma
1  1.27918359082265e-12 -0.689866979364436 0.0821058378368471 0.433708637423442 gamma
#@event_stop

#@event_start
0.299519856305307 Xe136
3
3  0 -0.128267753399907 -0.11167667838574 -0.48166976242146 electron
3  0 0.24545425415469 -1.06352231358077 0.055829700837595 electron
1  7.39313649681182e-13 -1.10964932840266 1.07790882984743 -0.111319012358473 gamma
#@event_stop

#@event_start
0.185061475419139 Xe136
4
3  0 -0.471294235351967 0.985030774943245 -0.183654510428406 electron
3  0 -0.105870294500853 -0.254701303996782 0.407607657080051 electron
1  3.54459786453597e-14 0.635605379390585 0.236147764631326 0.27844036156667 gamma
1  4.14902831886324e-12 0.25248923407477 -0.526637126124233 -0.574163325251574 gamma
#@event_stop

#@event_start
1.17213298256609 Xe136
3
3  0 0.083026614326809 -0.10397318343539 0.150033845615537 electron
3  0 0.11913945382633 -1.27528720966356 -0.0537720528585167 electron
1  1.18354159858677e-13 0.840539064247854 -1.12579597494945 0.657022453391786 gamma
#@event_stop

#@event_start
0.736793953286294 Xe136
4
3  0 -0.61064085480451 0.850047322448508 -0.00720806006708978 electron
3  0 -0.542762617909397 -0.101489921194155 0.134420405695238 electron
1  5.51782360112654e-12 0.0446121383204207 0.672848391581442 -0.287356571285129 gamma
1  9.88857222303924e-12 -0.427891444871233 0.518520508042497 -0.467767457338964 gamma
#@event_stop

#@event_start
0.556607812034343 Xe136
3
3  0 -0.506686603344721 -0.261261488190031 0.336776632653827 electron
3  0 0.286309603434751 -0.676512635207909 -0.626942676376357 electron
1  9.68202284194193e-13 -0.967473145264377 -0.0977562482180657 1.20832132693526 gamma
#@event_stop

#@event_start
0.369943977111461 Xe136
3
3  0 0.508799353322322 0.299806631863503 -0.257162925187143 electron
3  0 -0.68460745161867 0.526666751794881 -0.466707376420612 electron
1  2.45924143524834e-12 0.927839453999403 1.19793917206193 0.331144511719096 gamma
#@event_stop

#@event_start
0.012953069386742 Xe136
4
3  0 -0.20053793668895 -0.639006898620538 0.0262924620107202 electron
3  0 -0.64851517936824 0.681463830068334 -0.183531263764353 electron
1  7.60758830771124e-13 -0.341169954521411 0.512186063090526 0.398192791129731 gamma
1  1.48190733193189e-11 0.376945933653447 0.655745415800781 -0.31411894683128 gamma
#@event_stop

#@event_start
0.0333881719820325 Xe136
3
3  0 -0.144380712783504 0.832233440662788 0.669839052758749 electron
3  0 0.520887716369388 -0.0892219534465298 0.0357796042907871 electron
1  1.04536601690291e-12 -0.325600392796167 0.357881297683033 1.47360318979693 gamma
#@event_stop

#@event_start
1.32746762666137 Xe136
3
3  0 -0.752800693243419 -0.562792978774046 0.817382570617169 electron
3  0 0.155577634221148 0.0414822113632975 -0.228964222293837 electron
1  9.97861782873929e-13 1.23857516119045 0.0588035957951246 0.931705268421095 gamma
#@event_stop

#@event_start
1.21261540665953 Xe136
4
3  0 0.0554980431193251 0.17725336688843 0.410380137200688 electron
3  0 0.887887507616392 -0.0971920078405207 -0.70575820402952 electron
1  3.58817630772708e-13 -0.397239719454959 -0.599803799079086 0.140445747168227 gamma
1  9.84195625532e-13 0.398885341071284 -0.425375567805759 0.575071396430368 gamma
#@event_stop

#@event_start
0.359673259450714 Xe136
3
3  0 -0.348774381471213 -0.361387138625916 0.367743789030319 electron
3  0 0.450577952575946 0.0899894166540978 0.889005580985239 electron
1  2.12317019677105e-12 0.157952363818085 -1.20284525569249 -0.966341213869279 gamma
#@event_stop

#@event_start
0.33597959113325 Xe136
4
3  0 0.511729249555342 -0.00598541879150255 0.0752540994427253 electron
3  0 -0.840279607325144 -0.686651547418364 -0.0765502715019596 electron
1  3.66237251121773e-13 0.0788925304009173 0.725567335731222 -0.0679485832584928 gamma
1  5.12495570409023e-12 0.276332669492069 -0.750388850561493 -0.176968439910592 gamma
#@event_stop

#@event_start
0.448735327672498 Xe136
4
3  0 0.447858301088737 0.820280576062268 -0.699491840985109 electron
3  0 0.209704634609011 0.158434610329498 0.313734152333341 electron
1  1.68029053128224e-13 -0.243058630999253 0.612440523393611 0.32113565233734 gamma
1  1.0565228250961e-12 0.814741750862683 -0.0773173775779038 -0.0312874180092553 gamma
#@event_stop

#@event_start
0.822032021170337 Xe136
3
3  0 -0.576624869109463 -0.804712062015622 -0.128821577095188 electron
3  0 -0.442099216464266 -0.0216158683762923 -0.441595549620192 electron
1  1.0901041597332e-12 0.784753504542911 1.31651102035042 0.237826975769193 gamma
#@event_stop

#@event_start
0.311578910118793 Xe136
3
3  0 -0.7310202283325 -0.493543637649455 -0.459532374656046 electron
3  0 0.146128922977025 0.403403542040984 0.460718817553328 electron
1  7.17898011158666e-13 0.926215766297683 0.992028695950096 -0.750735919397191 gamma
#@event_stop

#@event_start
0.369916950251214 Xe136
3
3  0 -0.248077139305214 -0.204170892179431 1.1389938178873 electron
3  0 0.292050417972797 0.223838905606674 -0.114077761018447 electron
1  2.63322948915115e-12 1.05014231220705 1.08371484803948 0.35827957275177 gamma
#@event_stop

#@event_start
1.11949568822836 Xe136
3
3  0 -0.329393560128207 0.57070246779073 0.0199696862963739 electron
3  0 0.274917270942216 -0.906611475302278 -0.200402941118819 electron
1  3.51993380996912e-13 0.933341636920212 -0.821359164536194 0.927277472832972 gamma
#@event_stop

#@event_start
1.11910185336339 Xe136
3
3  0 -0.0208901413972751 -0.928066525018276 -0.860672296886379 electron
3  0 -0.0835179527036873 0.170527218734259 0.144067988740653 electron
1  1.54676907769986e-12 1.50669262702933 0.234876738017506 0.283392388030641 gamma
#@event_stop

#@event_start
0.0902219903703334 Xe136
4
3  0 -0.925962541086835 -0.898987383188845 -0.269018759942445 electron
3  0 0.00832973432113364 0.0639264679830524 -0.0079740179218572 electron
1  2.02525666243365e-12 0.148308238232055 -0.504841592977776 -0.510322086992289 gamma
1  2.78741531505551e-12 0.579155922210408 0.443808721062247 -0.371985533156471 gamma
#@event_stop

#@event_start
0.817484877513406 Xe136
3
3  0 0.0614454039540081 -0.234723651005097 0.109301577553945 electron
3  0 -0.611279526436746 0.194293398857268 -1.07596085153721 electron
1  1.82772915919734e-12 0.0576374855971949 0.987778702247444 -1.19439196063955 gamma
#@event_stop

#@event_start
2.01040980660879 Xe136
3
3  0 0.469426076705475 -0.343552738567509 0.90737314594795 electron
3  0 0.332861688215472 0.412102364038255 0.0142530005076762 electron
1  1.62990933145469e-12 0.622041985788785 0.0215562263292184 1.4206336955818 gamma
#@event_stop

#@event_start
0.0259363871932754 Xe136
3
3  0 -0.217749687702511 0.728588643307823 -0.156644727158349 electron
3  0 0.0430468111951186 -0.294019878494694 -0.806000173715889 electron
1  6.51516511021531e-13 -0.137711808336364 -0.325318359469183 -1.51023323458233 gamma
#@event_stop

#@event_start
0.725888808720099 Xe136
3
3  0 1.0455335831426 -0.235082808630178 -0.2965687699005 electron
3  0 0.105027418474297 -0.263906012775643 0.394496681425091 electron
1  3.41591521186345e-13 -0.508240536891301 1.0503770706184 1.02176345901562 gamma
#@event_stop

#@event_start
0.0289851958413064 Xe136
3
3  0 0.372284870820249 0.349258698681319 0.0861264768795201 electron
3  0 0.319615157621047 -0.541467840526225 0.887338123810251 electron
1  4.27913535139779e-13 0.550121349367236 -1.43907418002199 0.178977667222466 gamma
#@event_stop

#@event_start
0.0879659058656995 Xe136
3
3  0 0.518185678284093 0.326778531906119 -0.796122448542323 electron
3  0 0.439946222037248 0.33814021261301 0.272243375834548 electron
1  7.04758807501401e-13 0.605271624461469 -0.657595679980425 1.26760213880099 gamma
#@event_stop

#@event_start
0.23018833526897 Xe136
4
3  0 0.205225657965464 -1.0188575504821 0.641086962142982 electron
3  0 0.11432205724243 0.282477073279342 0.111123699379467 electron
1  2.04701693615383e-12 0.113199580436356 -0.665683136508949 0.285203114913988 gamma
1  2.40589354323591e-12 -0.612851915567284 -0.352419439223023 -0.413490106826318 gamma
#@event_stop

#@event_start
0.178662598180072 Xe136
3
3  0 -0.128608650287255 -0.169384379511994 0.0661282055475998 electron
3  0 0.161075343946718 -1.26057291025978 0.0714108941894218 electron
1  5.77233133051326e-13 -0.924695053975404 -0.710277112414299 1.02276413739133 gamma
#@event_stop

#@event_start
0.150630030038302 Xe136
3
3  0 -0.0323828699810587 0.265304095640095 -0.0165499671674278 electron
3  0 -0.157696174941999 -0.247040904369964 -1.21701120254951 electron
1  2.45061590510739e-13 -0.982779596470376 -0.946709389594115 0.737215434195367 gamma
#@event_stop

#@event_start
0.0283926828008001 Xe136
4
3  0 0.106358963069355 0.509939836134732 0.420656610948616 electron
3  0 -0.0510367960795779 -0.731565370395161 -0.618110010452931 electron
1  1.50413191109419e-12 -0.260218344757867 0.511838268998029 -0.455628137235375 gamma
1  3.01311423422101e-12 -0.555326295722535 -0.592206610017176 -0.108004797722379 gamma
#@event_stop

#@event_start
1.92101429032793 Xe136
3
3  0 -0.109720701548339 0.46361767136307 0.337268977078166 electron
3  0 0.514335522097747 0.323323285586818 0.836474489968902 electron
1  5.78179712840902e-13 0.0528008130412377 -1.54354671260014 0.142395997708826 gamma
#@event_stop

#@event_start
0.934991799888718 Xe136
4
3  0 0.542123619030522 0.448384596891114 -0.277349391970275 electron
3  0 -0.564767990133548 -0.664104817356137 0.108531787569909 electron
1  4.69490816425824e-13 -0.34077537239946 -0.285977514125902 -0.582561590718423 gamma
1  5.61511041566969e-13 -0.704185695153087 -0.318105912567976 -0.271462953514948 gamma
#@event_stop

#@event_start
0.044723294339943 Xe136
4
3  0 0.334842813674551 -0.273983812792512 -0.0880679068321948 electron
3  0 0.52653637978828 0.723356641148427 0.714207783143755 electron
1  1.14343029339891e-12 -0.727792946586729 -0.0779452126591249 0.0391276209618066 gamma
1  1.58204255990988e-12 0.604123350161094 0.45413156131869 0.315532094729499 gamma
#@event_stop

#@event_start
0.883595904445987 Xe136
4
3  0 0.188543491234666 0.0352439819788845 0.245088526925756 electron
3  0 -0.20157345662697 1.10981189311598 0.48712098056762 electron
1  3.04238531305797e-12 0.509883541198264 0.345156250939754 -0.39771212811823 gamma
1  3.07943934352414e-12 0.101612315265117 -0.357259338627908 -0.729932669737156 gamma
#@event_stop

#@event_start
0.0935531092615178 Xe136
4
3  0 -0.517572658119929 0.381245847739519 -1.02743403559216 electron
3  0 -0.25727676151183 -0.221517819379795 0.0162531172651996 electron
1  1.06816451067862e-12 0.197724443548074 -0.0726247026358506 0.70208240042794 gamma
1  2.06908539288699e-12 -0.301971493908837 -0.473031120670707 -0.596502955351841 gamma
#@event_stop

#@event_start
0.509831055750259 Xe136
3
3  0 -0.190242928222446 -0.509214146134955 -0.660063132112811 electron
3  0 0.276524587042201 0.387225813624573 0.618623190413361 electron
1  1.09255343246643e-12 -1.04499976551151 -0.714048672408501 0.896499293648655 gamma
#@event_stop

#@event_start
0.807130685848802 Xe136
4
3  0 0.246880023686982 -0.649830992058683 -0.609785630566143 electron
3  0 0.146433670848797 0.688453969277058 -0.0687331144101826 electron
1  1.52712786594114e-13 0.434458301012361 0.244548962238133 0.537336756373231 gamma
1  4.69143720496653e-13 -0.381989573266526 0.688259735121213 -0.226149293446907 gamma
#@event_stop

#@event_start
0.181576089050918 Xe136
4
3  0 0.231100856746475 0.0508562654614133 0.876001487691061 electron
3  0 -0.641797236595142 -0.197388166842871 -0.275432020280126 electron
1  4.03373137501401e-13 0.111742493837202 -0.546450619310468 0.475598923176082 gamma
1  4.72136016785662e-13 -0.151909139266279 -0.796414550175433 -0.11579498122216 gamma
#@event_stop

#@event_start
0.00264368438997461 Xe136
4
3  0 0.297704279102171 -0.52614602494607 -0.789204984270597 electron
3  0 0.206557827736066 0.589563510065984 0.0819198607685544 electron
1  1.06409162796973e-12 -0.092964555671321 -0.238582650785833 -0.686822327922469 gamma
1  1.0606016229393e-11 0.153006333991801 -0.764150140485201 -0.251842459793492 gamma
#@event_stop

#@event_start
1.36288403997586 Xe136
3
3  0 -0.649639547453107 -0.0349422492886942 -0.322672587384655 electron
3  0 0.426074059205563 -0.469100028350146 0.648865353812509 electron
1  9.50576009165932e-14 1.00667507510574 -1.14033815313875 0.303043214174064 gamma
#@event_stop

#@event_start
0.981894845690241 Xe136
4
3  0 -0.532741407577919 0.271643407576541 -0.806328568855223 electron
3  0 -0.314797564795434 -0.497473466789536 0.19075185345781 electron
1  2.28050113636501e-12 0.227563470059811 0.194698968807208 0.669026291441336 gamma
1  4.95781223639917e-12 0.478253907382553 0.663754230863426 -0.0382690617107711 gamma
#@event_stop

#@event_start
0.7572965178525 Xe136
3
3  0 0.277069459442914 0.240124361045277 -0.247528875431617 electron
3  0 -0.856337049596511 0.756340531431045 0.0617528881823177 electron
1  5.47811634803667e-12 0.314023430340552 -1.29489029240204 0.7938824949828 gamma
#@event_stop

#@event_start
0.0685964236422439 Xe136
4
3  0 -0.825990643800133 0.00576563295681653 -0.036851396099169 electron
3  0 0.591059593940782 -0.413487179616979 0.366625466585682 electron
1  3.0187245356661e-14 -0.692901115135299 -0.0264011515972281 -0.237655262593951 gamma
1  2.48961826867476e-12 -0.539463805645392 -0.490078584484762 0.373581026589951 gamma
#@event_stop

#@event_start
0.152635114948536 Xe136
3
3  0 -0.346354569173154 -0.636656827842364 -1.05412350470414 electron
3  0 0.0431263683745598 0.0718095627426369 0.189684444693966 electron
1  1.14501257638112e-12 -1.14535588731012 -0.532358238933604 0.900197532124782 gamma
#@event_stop

#@event_start
0.439827285282026 Xe136
4
3  0 -1.00749611801006 -0.107216178468934 -0.00989925871296333 electron
3  0 0.158809995039591 -0.175744686028995 0.559937757293236 electron
1  1.28613051588765e-13 -0.0153163277653211 0.523050017331297 0.513296297934746 gamma
1  4.21566037668952e-12 -0.815227394104794 -0.0664371564764388 0.041849732859749 gamma
#@event_stop

#@event_start
0.0341905926938793 Xe136
4
3  0 0.00398378382433289 -0.404749170909376 0.0448426605481667 electron
3  0 0.372670445824001 1.05100763930467 0.34993966453567 electron
1  2.56948646455867e-13 -0.35197625480357 0.55482136714733 -0.32492301643808 gamma
1  2.81737405572363e-12 -0.111382934389336 -0.787699262840325 0.194639957993291 gamma
#@event_stop

#@event_start
0.869811899867922 Xe136
3
3  0 0.831012898265111 0.710202298162892 -0.406147562133468 electron
3  0 -0.0987642595582107 -0.207207302291708 0.340966401570876 electron
1  8.78469602582891e-13 0.914960651360344 -0.521977991362547 1.13841424050974 gamma
#@event_stop

#@event_start
0.321104311229708 Xe136
4
3  0 0.488225586220947 -0.688705113143666 -0.0583545809211507 electron
3  0 -0.582991706984509 -0.113904913882214 0.520090868293818 electron
1  8.65688882539567e-13 0.204281963988328 0.699787591312486 0.0765193193523093 gamma
1  3.30463634317158e-12 -0.236231470344428 -0.578633323430907 -0.529281748631306 gamma
#@event_stop

#@event_start
0.395230543273982 Xe136
3
3  0 -0.0767604488511731 -0.0289510422191941 0.0125872771270204 electron
3  0 0.775571650668655 -1.04798777791802 -0.175683789877683 electron
1  1.24520133861035e-12 1.4618634138199 -0.373193663808262 -0.359559242167682 gamma
#@event_stop

#@event_start
0.14823737427843 Xe136
3
3  0 0.151092430240031 -0.0262840623625977 -0.00552265784972191 electron
3  0 -0.253491048002243 -0.872555190132858 -0.927663181359368 electron
1  1.61041967243886e-12 -0.360149443683025 -0.621472135131013 1.37465114246143 gamma
#@event_stop

#@event_start
0.427495514474774 Xe136
4
3  0 -0.0872440042356797 1.09994718927307 -0.330911827498386 electron
3  0 -0.0548818003089088 -0.416651784667158 0.0977381661685282 electron
1  9.57573041212948e-13 -0.591688358732042 0.351903369055514 0.25170996203639 gamma
1  3.28908225473719e-12 -0.298017115127494 0.00585656393991784 0.762831894816875 gamma
#@event_stop

#@event_start
0.0485177874088215 Xe136
4
3  0 -0.0182337304811079 0.194232897347945 0.0128960218147878 electron
3  0 -0.0872634932953263 0.370501303622543 -1.22620083584898 electron
1  2.36001055262367e-12 0.203093336048181 0.138581787022419 0.690533985520259 gamma
1  5.28727075152055e-12 0.35975158843756 -0.430617420705851 -0.596580616179651 gamma
#@event_stop

#@event_start
0.243996090475878 Xe136
4
3  0 0.258836538903575 0.0358748846681401 0.121436664421568 electron
3  0 -1.14082906259093 0.482927486839704 -0.0780175543719955 electron
1  2.38526734918073e-12 -0.176686575320322 -0.688784126835422 0.177896826056962 gamma
1  1.1784695936997e-11 -0.746438191116924 -0.0457501353575542 0.33391309042453 gamma
#@event_stop

#@event_start
0.272512704156084 Xe136
3
3  0 0.0526492690392609 -0.0972152998346861 -0.0452884802415377 electron
3  0 0.674901031836953 0.677710718042069 -0.892146743070497 electron
1  3.29123669479265e-12 0.0228714739709634 0.717962081146528 1.37463025781995 gamma
#@event_stop

#@event_start
0.353186783800134 Xe136
3
3  0 0.782148790635519 0.267716688715365 0.230821951032958 electron
3  0 -0.565978564291234 -0.278284756186869 -0.454052424135654 electron
1  1.8846547653456e-13 -0.741991137561671 -1.26271556440287 -0.510489525058713 gamma
#@event_stop

#@event_start
0.735153358666403 Xe136
4
3  0 0.304249199506343 -0.569222366798244 -0.1336787156479 electron
3  0 -0.719727032284867 -0.647248984039467 0.0306913713450662 electron
1  4.62163092860818e-13 -0.129752037088725 0.46740161202482 0.549535387348191 gamma
1  1.77050020023462e-12 0.290700449921692 -0.0396051444115898 -0.76464742264096 gamma
#@event_stop

#@event_start
1.87741068636262 Xe136
4
3  0 -0.112443298765773 1.09090190803427 0.677190037837464 electron
3  0 -0.17040543916365 0.0642525540412657 -0.00205589995356941 electron
1  3.51667185471858e-13 -0.357247450180656 -0.435139954675925 0.469378822683825 gamma
1  1.79796632370961e-12 0.583150494484907 0.490456358255753 0.300248332932113 gamma
#@event_stop

#@event_start
1.9655949300691 Xe136
4
3  0 -0.928391304139953 -0.0773435548207544 -0.859300352745969 electron
3  0 -0.135923883292449 0.169415800828944 0.0898394996794252 electron
1  1.27121797889029e-13 0.511414719765063 0.18166714561223 0.492687560846351 gamma
1  1.27566500825825e-12 -0.0891141389857812 0.583442119156379 -0.567815959468503 gamma
#@event_stop

#@event_start
0.698563383157558 Xe136
3
3  0 -0.0320277094250303 -0.00355177453395708 0.332926907008613 electron
3  0 0.0332390013514174 1.09597634740646 -0.523856241232687 electron
1  4.40093284996551e-13 1.04016272074698 -0.144456696327065 1.14140035800525 gamma
#@event_stop

#@event_start
0.386419678164694 Xe136
3
